assembly ID	domain	phylum	class	order	family	genus	species	full scientific name	metabolism
GCA_001296615	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_001296625	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides pneumoniae	<I>Mycoplasmoides</I> <I>pneumoniae</I> (Somerson et al. 1963) Gupta et al. 2018	aerobe
GCA_000701485	Bacteria	Tenericutes	Mollicutes	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis sturni	<I>Mycoplasmopsis</I> <I>sturni</I> (Forsyth et al. 1996) Gupta et al. 2018	aerobe
GCA_003576535	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella silvestris	<I>Nakamurella</I> <I>silvestris</I> França et al. 2016	aerobe
GCA_004339095	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Natranaerovirga	Natranaerovirga hydrolytica	<I>Natranaerovirga</I> <I>hydrolytica</I> Sorokin et al. 2012	anaerobe
GCA_004342165	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Natranaerovirga	Natranaerovirga pectinivora	<I>Natranaerovirga</I> <I>pectinivora</I> Sorokin et al. 2012	anaerobe
GCA_004345615	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Natronoflexus	Natronoflexus pectinivorans	<I>Natronoflexus</I> <I>pectinivorans</I> Sorokin et al. 2012	anaerobe
GCA_902506685	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Negativicoccus	Negativicoccus succinicivorans	<I>Negativicoccus</I> <I>succinicivorans</I> Marchandin et al. 2010	anaerobe
GCA_001063965	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria bacilliformis	<I>Neisseria</I> <I>bacilliformis</I> Han et al. 2006	microaerophile
GCA_001067635	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria bacilliformis	<I>Neisseria</I> <I>bacilliformis</I> Han et al. 2006	microaerophile
GCA_002108595	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria dentiae	<I>Neisseria</I> <I>dentiae</I> Sneath and Barrett 1997	microaerophile
GCA_900453685	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria dentiae	<I>Neisseria</I> <I>dentiae</I> Sneath and Barrett 1997	microaerophile
GCA_002108505	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria dumasiana	<I>Neisseria</I> <I>dumasiana</I> Wroblewski et al. 2017	facultative anaerobe
GCA_002108535	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria dumasiana	<I>Neisseria</I> <I>dumasiana</I> Wroblewski et al. 2017	facultative anaerobe
GCA_002108545	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria dumasiana	<I>Neisseria</I> <I>dumasiana</I> Wroblewski et al. 2017	facultative anaerobe
GCA_000176755	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata subsp. glycolytica	<I>Neisseria</I> <I>elongata</I> subsp. <I>glycolytica</I> Henriksen and Holten 1976 (Approved Lists 1980)	microaerophile
GCA_000818035	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata subsp. glycolytica	<I>Neisseria</I> <I>elongata</I> subsp. <I>glycolytica</I> Henriksen and Holten 1976 (Approved Lists 1980)	microaerophile
GCA_001061435	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata subsp. glycolytica	<I>Neisseria</I> <I>elongata</I> subsp. <I>glycolytica</I> Henriksen and Holten 1976 (Approved Lists 1980)	microaerophile
GCA_001064875	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata subsp. glycolytica	<I>Neisseria</I> <I>elongata</I> subsp. <I>glycolytica</I> Henriksen and Holten 1976 (Approved Lists 1980)	microaerophile
GCA_001064935	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata subsp. glycolytica	<I>Neisseria</I> <I>elongata</I> subsp. <I>glycolytica</I> Henriksen and Holten 1976 (Approved Lists 1980)	microaerophile
GCA_900475815	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata subsp. glycolytica	<I>Neisseria</I> <I>elongata</I> subsp. <I>glycolytica</I> Henriksen and Holten 1976 (Approved Lists 1980)	microaerophile
GCA_000695405	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_000695425	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_000695445	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_000705675	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_000763255	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_001028035	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_001039435	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_001047225	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_001047255	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_001047275	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_001997645	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	<I>Neisseria</I> <I>gonorrhoeae</I> (Zopf 1885) Trevisan 1885 (Approved Lists 1980)	microaerophile
GCA_000173995	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_000741965	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_001064605	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_001067655	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_002022745	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_002318615	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_003351565	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_003492145	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_003492155	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_003492195	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	<I>Neisseria</I> <I>lactamica</I> corrig. Hollis et al. 1969 (Approved Lists 1980)	microaerophile
GCA_000626595	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000763745	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000785065	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000785075	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000787195	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000800235	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000800315	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000800355	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000800415	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000818495	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_900638605	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_900453955	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	<I>Neisseria</I> <I>meningitidis</I> (Albrecht and Ghon 1901) Murray 1929 (Approved Lists 1980)	microaerophile
GCA_000763635	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_001556335	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_002073715	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_003028315	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_003044395	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_003044445	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_013267835	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_900201385	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_900654175	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa	<I>Neisseria</I> <I>mucosa</I> Véron et al. 1959 (Approved Lists 1980)	microaerophile
GCA_000224255	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria weaveri	<I>Neisseria</I> <I>weaveri</I> Holmes et al. 1993	aerobe
GCA_900638685	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria weaveri	<I>Neisseria</I> <I>weaveri</I> Holmes et al. 1993	aerobe
GCA_000711955	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	Nevskia soli	<I>Nevskia</I> <I>soli</I> Weon et al. 2008	aerobe
GCA_002077945	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella vici	<I>Niastella</I> <I>vici</I> Chen et al. 2016	obligate aerobe
GCA_001879695	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nioella	Nioella sediminis	<I>Nioella</I> <I>sediminis</I> Liu et al. 2017	aerobe
GCA_000186245	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nitratifractor	Nitratifractor salsuginis	<I>Nitratifractor</I> <I>salsuginis</I> Nakagawa et al. 2005	facultative anaerobe
GCA_011322175	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nitratifractor	Nitratifractor salsuginis	<I>Nitratifractor</I> <I>salsuginis</I> Nakagawa et al. 2005	facultative anaerobe
GCA_008973755	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	Nitrincola alkalilacustris	<I>Nitrincola</I> <I>alkalilacustris</I> Borsodi et al. 2017	facultative anaerobe
GCA_009821115	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	Nitrincola alkalisediminis	<I>Nitrincola</I> <I>alkalisediminis</I> Joshi et al. 2016	aerobe
GCA_008973715	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	Nitrincola schmidtii	<I>Nitrincola</I> <I>schmidtii</I> Borsodi et al. 2017	facultative anaerobe
GCA_000308555	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_002933455	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_002949635	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_005863225	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_005863245	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_005863295	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_010857985	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_010858005	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_010858045	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_010868115	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica	<I>Nocardia</I> <I>cyriacigeorgica</I> corrig. Yassin et al. 2001	aerobe
GCA_001612865	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia salmonicida subsp. cummidelens	<I>Nocardia</I> <I>salmonicida</I> subsp. <I>cummidelens</I> (Maldonado et al. 2001) Nouioui et al. 2018	aerobe
GCA_000308875	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia transvalensis	<I>Nocardia</I> <I>transvalensis</I> Pijper and Pullinger 1927 (Approved Lists 1980)	aerobe
GCA_006335005	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides albidus	<I>Nocardioides</I> <I>albidus</I> Singh et al. 2016	aerobe
GCA_003945325	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides baekrokdamisoli	<I>Nocardioides</I> <I>baekrokdamisoli</I> Lee et al. 2016	aerobe
GCA_003515065	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides immobilis	<I>Nocardioides</I> <I>immobilis</I> Lu et al. 2017	aerobe
GCA_900101465	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides lianchengensis	<I>Nocardioides</I> <I>lianchengensis</I> Zhang et al. 2012	aerobe
GCA_006346315	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides litoris	<I>Nocardioides</I> <I>litoris</I> Lee et al. 2017	aerobe
GCA_002954765	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens arenilitoris	<I>Nonlabens</I> <I>arenilitoris</I> Park et al. 2013	aerobe
GCA_000716135	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea kuesteri	<I>Nonomuraea</I> <I>kuesteri</I> Kämpfer et al. 2005	aerobe
GCA_013363995	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea rhodomycinica	<I>Nonomuraea</I> <I>rhodomycinica</I> Sripreechasak et al. 2017	aerobe
GCA_005889725	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea zeae	<I>Nonomuraea</I> <I>zeae</I> Shen et al. 2016	aerobe
GCA_001696685	Bacteria	Firmicutes	Bacilli	Caryophanales	Staphylococcaceae	Nosocomiicoccus	Nosocomiicoccus ampullae	<I>Nosocomiicoccus</I> <I>ampullae</I> Morais et al. 2008	aerobe
GCA_000818395	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum autotrophicum	<I>Noviherbaspirillum</I> <I>autotrophicum</I> Ishii et al. 2017	facultative anaerobe
GCA_002211445	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum denitrificans	<I>Noviherbaspirillum</I> <I>denitrificans</I> corrig. Ishii et al. 2017	facultative anaerobe
GCA_002896965	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium	Novosphingobium guangzhouense	<I>Novosphingobium</I> <I>guangzhouense</I> Sha et al. 2017	aerobe
GCA_003131205	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter	Occallatibacter savannae	<I>Occallatibacter</I> <I>savannae</I> Foesel et al. 2016	obligate aerobe
GCA_002751875	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceaniglobus	Oceaniglobus indicus	<I>Oceaniglobus</I> <I>indicus</I> Li et al. 2017	aerobe
GCA_000183745	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Oceanithermus	Oceanithermus profundus	<I>Oceanithermus</I> <I>profundus</I> Miroshnichenko et al. 2003	microaerophile
GCA_011330655	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Oceanithermus	Oceanithermus profundus	<I>Oceanithermus</I> <I>profundus</I> Miroshnichenko et al. 2003	microaerophile
